"","FacName","CDName","FacAddress","Borough","ZipCode","Lon","Lat","FT_Decode"
"3064","JAMAICA HOSPITAL MEDICAL CENTER","QUEENS COMMUNITY DISTRICT 9","8900 Van Wyck Expy","QN",11418,-73.81632908,"40.70050578","Hospital"
"3065","LONG ISLAND JEWISH MEDICAL CENTER","QUEENS COMMUNITY DISTRICT 13","270-05 76 Ave","QN",11004,-73.70931587,"40.75292723","Hospital"
"3066","QUEENS HOSPITAL CENTER","QUEENS COMMUNITY DISTRICT 8","82-68 164 St","QN",11432,-73.80567939,"40.71773642","Hospital"
"3067","NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS","QUEENS COMMUNITY DISTRICT 7","56-45 Main St","QN",11355,-73.82516519,"40.74718051","Hospital"
"3068","FOREST HILLS HOSPITAL","QUEENS COMMUNITY DISTRICT 6","102-01 66 Rd","QN",11375,-73.85154781,"40.72903352","Hospital"
"3069","STATEN ISLAND UNIVERSITY HOSP-SOUTH","STATEN ISLAND COMMUNITY DISTRICT 3","375 Seguine Ave","SI",10309,-74.19614317,"40.5169788","Hospital"
"3070","STATEN ISLAND UNIVERSITY HOSP-NORTH","STATEN ISLAND COMMUNITY DISTRICT 2","475 Seaview Ave","SI",10305,-74.08549794,"40.58451612","Hospital"
"3071","STATEN ISLAND UNIV HOSP-CONCORD DIV","STATEN ISLAND COMMUNITY DISTRICT 2","1050 Targee St","SI",10304,-74.09195676,"40.6028464","Hospital"
"3072","RUMC-BAYLEY SETON","STATEN ISLAND COMMUNITY DISTRICT 1","75 Vanderbilt Ave","SI",10304,-74.07561523,"40.62257418","Hospital"
"3073","RICHMOND UNIVERSITY MEDICAL CENTER","STATEN ISLAND COMMUNITY DISTRICT 1","355 Bard Ave","SI",10310,-74.10556033,"40.63587654","Hospital"
"3074","NORTHERN MANOR ADHCP","BROOKLYN COMMUNITY DISTRICT 6","1 Prospect Park W","BK",11215,-73.97095489,"40.67228694","Adult Day Health Care Center"
"3075","JGB HEALTH FACILITIES CORPORATION","MANHATTAN COMMUNITY DISTRICT 7","15 W 65 St","MN",10023,-73.98040286,"40.77253024","Adult Day Health Care Center"
"3076","THEODORE ROOSEVELT HIGH SCHOOL","BRONX COMMUNITY DISTRICT 6","500 E Fordham Rd","BX",10458,-73.88862599,"40.85946655","School Based Hospital Extension Clinic"
"3077","PS 105","BRONX COMMUNITY DISTRICT 11","725 Brady Ave","BX",10462,-73.86626497,"40.85307508","School Based Hospital Extension Clinic"
"3078","PS 85","BRONX COMMUNITY DISTRICT 5","2400 Marion Ave","BX",10458,-73.89466446,"40.85867626","School Based Hospital Extension Clinic"
"3079","PS 55 & MOTT HALL III","BRONX COMMUNITY DISTRICT 3","450 St Paul's Pl","BX",10456,-73.90497457,"40.83593708","School Based Hospital Extension Clinic"
"3080","DEWITT CLINTON HIGH SCHOOL","BRONX COMMUNITY DISTRICT 7","100 W Mosholu Pkwy S","BX",10468,-73.88894619,"40.87987642","School Based Hospital Extension Clinic"
"3081","BRONX REGIONAL HIGH SCHOOL","BRONX COMMUNITY DISTRICT 2","1010 Rev J A Polite Ave","BX",10459,-73.89835916,"40.8231246","School Based Hospital Extension Clinic"
"3082","P S 28 MT HOPE ELEMENTARY SCHOOL","BRONX COMMUNITY DISTRICT 5","1861 Anthony Ave","BX",10457,-73.903811,"40.84837788","School Based Hospital Extension Clinic"
"3083","P S 95","BRONX COMMUNITY DISTRICT 8","3961 Hillman Ave","BX",10463,-73.89166403,"40.88304913","School Based Hospital Extension Clinic"
"3084","INTERMEDIATE SCHOOL 217 ENTRADA ACADEMY & CHARTER SCHOOL","BRONX COMMUNITY DISTRICT 2","977 Fox St","BX",10459,-73.89439377,"40.82197648","School Based Hospital Extension Clinic"
"3085","P S 8","BRONX COMMUNITY DISTRICT 7","3010 Briggs Ave","BX",10458,-73.88327481,"40.87229547","School Based Hospital Extension Clinic"
"3086","INTERMEDIATE SCHOOL 45","BRONX COMMUNITY DISTRICT 6","2502 Lorillard Pl","BX",10458,-73.88700105,"40.85837258","School Based Hospital Extension Clinic"
"3087","MIDDLE SCHOOL 142","BRONX COMMUNITY DISTRICT 12","3750 Baychester Ave","BX",10466,-73.84005004,"40.88643922","School Based Hospital Extension Clinic"
"3088","SOUTH BRONX CAMPUS","BRONX COMMUNITY DISTRICT 1","701 St. Ann's Ave","BX",10455,-73.9116658,"40.81806332","School Based Hospital Extension Clinic"
"3089","WALTON HIGH CAMPUS","BRONX COMMUNITY DISTRICT 7","2780 Reservoir Ave","BX",10468,-73.89627735,"40.86989805","School Based Hospital Extension Clinic"
"3090","EVANDER CHILDS CAMPUS","BRONX COMMUNITY DISTRICT 12","800 E Gun Hill Rd","BX",10467,-73.8617006,"40.87516454","School Based Hospital Extension Clinic"
"3091","HERBERT H. LEHMAN HIGH SCHOOL","BRONX COMMUNITY DISTRICT 10","3000 E Tremont Ave","BX",10461,-73.83951494,"40.83993773","School Based Hospital Extension Clinic"
"3092","PS 64 PURA BELPRE SCHOOL","BRONX COMMUNITY DISTRICT 4","1425 Walton Ave","BX",10452,-73.91587905,"40.84040021","School Based Hospital Extension Clinic"
"3093","MOTT HAVEN CAMPUS","BRONX COMMUNITY DISTRICT 4","730 Concourse Village W","BX",10451,-73.92284692,"40.82174103","School Based Hospital Extension Clinic"
"3094","WILLIAM HOWARD TAFT HIGH SCHOOL","BRONX COMMUNITY DISTRICT 4","240 E 172 St","BX",10457,-73.91137016,"40.83930444","School Based Hospital Extension Clinic"
"3095","MORRIS HIGH SCHOOL","BRONX COMMUNITY DISTRICT 3","1110 Boston Rd","BX",10456,-73.90379049,"40.82756746","School Based Hospital Extension Clinic"
"3096","NEW SETTLEMENT SCHOOL","BRONX COMMUNITY DISTRICT 4","1501 Jerome Ave","BX",10452,-73.91625874,"40.84310128","School Based Hospital Extension Clinic"
"3097","STEVENSON HIGH SCHOOL","BRONX COMMUNITY DISTRICT 9","1980 Lafayette Ave","BX",10473,-73.85593432,"40.82121573","School Based Hospital Extension Clinic"
"3098","P S 235","BRONX COMMUNITY DISTRICT 3","3630 Third Ave","BX",10456,-73.90395175,"40.83350716","School Based Health Center Extension Clinic"
"3099","INTERMEDIATE SCHOOL 148","BRONX COMMUNITY DISTRICT 3","3630 Third Ave","BX",10456,-73.90395175,"40.83350716","School Based Health Center Extension Clinic"
"3100","JHS 117 (JOSEPH H WADE)","BRONX COMMUNITY DISTRICT 5","1865 Morris Ave","BX",10453,-73.90902287,"40.84854954","School Based Health Center Extension Clinic"
"3101","JHS 22 (JORDAN L MOTT)","BRONX COMMUNITY DISTRICT 4","270 E 167 St","BX",10456,-73.9142851,"40.83210178","School Based Health Center Extension Clinic"
"3102","CES 73","BRONX COMMUNITY DISTRICT 4","1020 Anderson Ave","BX",10452,-73.92639737,"40.83261242","School Based Health Center Extension Clinic"
"3103","MORRISANIA MOBILE DENTAL UNIT","BRONX COMMUNITY DISTRICT 4","1225-1257 Gerard Ave","BX",10452,-73.92036535,"40.83634123","School Based Health Center Extension Clinic"
"3104","JANE ADAMS HIGH SCHOOL","BRONX COMMUNITY DISTRICT 3","900 Tinton Ave","BX",10456,-73.90289568,"40.82172321","School Based Health Center Extension Clinic"
"3105","PS 333/335","BRONX COMMUNITY DISTRICT 2","888 Rev. James A. Polite Ave","BX",10459,-73.8983999,"40.82010819","School Based Health Center Extension Clinic"
"3106","PS/MS 75","BRONX COMMUNITY DISTRICT 2","984 Faile St","BX",10459,-73.88896635,"40.82233369","School Based Health Center Extension Clinic"
"3107","PS 48","BRONX COMMUNITY DISTRICT 2","1290 Spofford Ave","BX",10474,-73.88683791,"40.81403158","School Based Health Center Extension Clinic"
"3108","MS 424","BRONX COMMUNITY DISTRICT 2","730 Bryant Ave","BX",10474,-73.88531048,"40.81571259","School Based Health Center Extension Clinic"
"3109","PONCE DE LEON ELEMENTARY SCHOOL/PS 161","BRONX COMMUNITY DISTRICT 1","628 Tinton Ave","BX",10455,-73.90524397,"40.81424854","School Based Health Center Extension Clinic"
"3110","MONROE ACADEMY CAMPUS","BRONX COMMUNITY DISTRICT 9","1300 Boynton Ave","BX",10472,-73.87819157,"40.83250846","School Based Health Center Extension Clinic"
"3111","X158","BRONX COMMUNITY DISTRICT 3","800 Home St","BX",10456,-73.90060059,"40.82709541","School Based Health Center Extension Clinic"
"3112","JAMES MONROE ANNEX","BRONX COMMUNITY DISTRICT 9","1551 E 172 St","BX",10472,-73.87819157,"40.83250846","School Based Health Center Extension Clinic"
"3113","MS 363","BRONX COMMUNITY DISTRICT 5","120 E 184 St","BX",10468,-73.90049433,"40.85949661","School Based Health Center Extension Clinic"
"3114","C.I.S. 303","BRONX COMMUNITY DISTRICT 5","1700 Macombs Rd","BX",10453,-73.91532553,"40.84936951","School Based Health Center Extension Clinic"
"3115","CES 126","BRONX COMMUNITY DISTRICT 4","175 W 166 St","BX",10452,-73.92866643,"40.83626981","School Based Health Center Extension Clinic"
"3116","MHHC MOBILE UNIT","BRONX COMMUNITY DISTRICT 5","85 W Burnside Ave","BX",10453,-73.91014209,"40.85484677","School Based Health Center Extension Clinic"
"3117","MS 390/PS 396","BRONX COMMUNITY DISTRICT 5","1930 Andrews Ave","BX",10453,-73.91300945,"40.85424788","School Based Health Center Extension Clinic"
"3118","PS 457","BRONX COMMUNITY DISTRICT 4","1116 Sheridan Ave","BX",10456,-73.91753041,"40.83187084","School Based Health Center Extension Clinic"
"3119","PS/MS 306","BRONX COMMUNITY DISTRICT 5","40 W Tremont Ave","BX",10453,-73.91098208,"40.85114207","School Based Health Center Extension Clinic"
"3120","HEALTH OPPORTUNITIES HIGH SCHOOL","BRONX COMMUNITY DISTRICT 1","350 Gerard Ave","BX",10451,-73.92998177,"40.81575386","School Based Health Center Extension Clinic"
"3121","HARRY S. TRUMAN HIGH SCHOOL","BRONX COMMUNITY DISTRICT 10","750 Baychester Ave","BX",10475,-73.83194767,"40.87405736","School Based Health Center Extension Clinic"
"3122","ALBERT TUITT EDUCATIONAL ACADEMY","BRONX COMMUNITY DISTRICT 12","921 E 228 St","BX",10466,-73.8526824,"40.88821812","School Based Health Center Extension Clinic"
"3123","BANANA KELLY HIGH SCHOOL","BRONX COMMUNITY DISTRICT 2","965 Longwood Ave","BX",10459,-73.89787604,"40.81774177","School Based Health Center Extension Clinic"
"3124","PS 279","BRONX COMMUNITY DISTRICT 5","2100 Walton Ave","BX",10453,-73.90490809,"40.85463123","School Based Health Center Extension Clinic"
"3125","PS 29 THE MELROSE SCHOOL","BRONX COMMUNITY DISTRICT 1","758 Courtlandt Ave","BX",10451,-73.91641956,"40.82153618","School Based Health Center Extension Clinic"
"3126","PS 382","BRONX COMMUNITY DISTRICT 5","125 E 181 St","BX",10453,-73.9031539,"40.85531595","School Based Health Center Extension Clinic"
"3127","INTERNATIONAL COMMUNITY HIGH SCHOOL","BRONX COMMUNITY DISTRICT 1","345 Brook Ave","BX",10454,-73.91875645,"40.81031195","School Based Health Center Extension Clinic"
"3128","GRACE DODGE CAMPUS","BRONX COMMUNITY DISTRICT 6","2474 Crotona Ave","BX",10458,-73.88247331,"40.85525007","School Based Health Center Extension Clinic"
"3129","BAINBRIDGE NRSG&REHAB CENTER ADHCP","BROOKLYN COMMUNITY DISTRICT 15","3089-3099 Ocean Ave","BK",11235,-73.94841519,"40.58570838","Adult Day Health Care Center"
"3130","HELP/PSI, INC AIDS ADHCP","BROOKLYN COMMUNITY DISTRICT 8","803 Sterling Pl","BK",11216,-73.95178331,"40.67288161","Adult Day Health Care Center"
"3131","HELP/PSI, INC AIDS ADHCP","QUEENS COMMUNITY DISTRICT 12","105-04 Sutphin Blvd","QN",11435,-73.80367491,"40.69526982","Adult Day Health Care Center"
"3132","HELP/PSI, INC AIDS ADHCP","BRONX COMMUNITY DISTRICT 4","1545 Inwood Ave","BX",10452,-73.91666224,"40.84413633","Adult Day Health Care Center"
"3133","CASA PROMESA AIDS ADHCP","BRONX COMMUNITY DISTRICT 2","915 Westchester Ave","BX",10459,-73.89840111,"40.82167817","Adult Day Health Care Center"
"3134","MORNINGSIDE NURSING AND REHABILITATION CENTER","BRONX COMMUNITY DISTRICT 11","1500 Pelham Pkwy","BX",10461,-73.84299577,"40.85656448","Adult Day Health Care Center"
"3135","PS 1","BROOKLYN COMMUNITY DISTRICT 7","309 47 St","BK",11220,-74.01142371,"40.64896216","School Based Hospital Extension Clinic"
"3136","PS 503 AND PS 506","BROOKLYN COMMUNITY DISTRICT 7","330 59 St","BK",11220,-74.019357,"40.64193719","School Based Hospital Extension Clinic"
"3137","PS 15","BROOKLYN COMMUNITY DISTRICT 6","71 Sullivan St","BK",11231,-74.01186836,"40.67708237","School Based Hospital Extension Clinic"
"3138","JHS 220 PERSHING","BROOKLYN COMMUNITY DISTRICT 12","4812 9 Ave","BK",11220,-74.00125394,"40.64099735","School Based Hospital Extension Clinic"
"3139","PS 169","BROOKLYN COMMUNITY DISTRICT 7","4305 7 Ave","BK",11232,-74.00169726,"40.64581719","School Based Hospital Extension Clinic"
"3140","PS 172","BROOKLYN COMMUNITY DISTRICT 7","825 4 Ave","BK",11232,-74.00019462,"40.6576829","School Based Hospital Extension Clinic"
"3141","PS 94 HEALTH EXTENSION CLINIC","BROOKLYN COMMUNITY DISTRICT 7","5010 6 Ave","BK",11220,-74.00879593,"40.64373083","School Based Hospital Extension Clinic"
"3142","PS 136 (DEWEY) HEALTH EXT CLINIC","BROOKLYN COMMUNITY DISTRICT 7","4005 4 Ave","BK",11232,-74.00662026,"40.65171555","School Based Hospital Extension Clinic"
"3143","ERASMUS HALL HIGH SCHOOL","BROOKLYN COMMUNITY DISTRICT 14","911 Flatbush Ave","BK",11226,-73.95716609,"40.64959703","School Based Hospital Extension Clinic"
"3144","P. S. 307/265","BROOKLYN COMMUNITY DISTRICT 2","209 York St","BK",11201,-73.9817112,"40.70176799","School Based Hospital Extension Clinic"
"3145","P S 10","BROOKLYN COMMUNITY DISTRICT 7","511 7 Ave","BK",11215,-73.98595029,"40.66091264","School Based Hospital Extension Clinic"
"3146","PS 24","BROOKLYN COMMUNITY DISTRICT 7","427 38 St","BK",11232,-74.00453731,"40.65283278","School Based Hospital Extension Clinic"
"3147","PS 282 PARK SLOPE","BROOKLYN COMMUNITY DISTRICT 6","180 Sixth Ave","BK",11217,-73.97798672,"40.6766472","School Based Hospital Extension Clinic"
"3148","MS 88 PETER ROUGET","BROOKLYN COMMUNITY DISTRICT 7","544 7 Ave","BK",11215,-73.98871124,"40.66077022","School Based Hospital Extension Clinic"
"3149","SUNSET PARK HIGH SCHOOL","BROOKLYN COMMUNITY DISTRICT 7","153 35 St","BK",11232,-74.00432486,"40.65558855","School Based Hospital Extension Clinic"
"3150","P.S. 124","MANHATTAN COMMUNITY DISTRICT 3","40 Division St","MN",10002,-73.99593823,"40.71485366","School Based Hospital Extension Clinic"
"3151","P.S. 31","STATEN ISLAND COMMUNITY DISTRICT 1","55 Layton Ave","SI",10301,-74.08545632,"40.64202784","School Based Hospital Extension Clinic"
"3152","P.S. 126","MANHATTAN COMMUNITY DISTRICT 3","80 Catherine St","MN",10038,-73.99702781,"40.7107091","School Based Hospital Extension Clinic"
"3153","P.S. 76","MANHATTAN COMMUNITY DISTRICT 10","220 W 121 St","MN",10027,-73.9514517,"40.8065344","School Based Hospital Extension Clinic"
"3154","P.S. 200","BROOKLYN COMMUNITY DISTRICT 11","1940 Benson Ave","BK",11214,-74.00191584,"40.60280632","School Based Hospital Extension Clinic"
"3155","FREDERICK DOUGLASS ACADEMY","MANHATTAN COMMUNITY DISTRICT 10","2581 7 Ave","MN",10039,-73.93568196,"40.82395017","School Based Hospital Extension Clinic"
"3156","P.S. 90","BROOKLYN COMMUNITY DISTRICT 13","2840 W. 12St","BK",11224,-73.98035188,"40.57820576","School Based Hospital Extension Clinic"
"3157","P.S. 179","BRONX COMMUNITY DISTRICT 1","468 E 140 St","BX",10454,-73.91977664,"40.80908028","School Based Hospital Extension Clinic"
"3158","P.S. 30 - WILTON SCHOOL","BRONX COMMUNITY DISTRICT 1","510 E 141 St","BX",10454,-73.91742867,"40.80902647","School Based Hospital Extension Clinic"
"3159","JHS 126","BROOKLYN COMMUNITY DISTRICT 1","424 Leonard St","BK",11222,-73.9480732,"40.71992806","School Based Hospital Extension Clinic"
"3160","P.S. 96","MANHATTAN COMMUNITY DISTRICT 11","216 E 120 St","MN",10035,-73.93715372,"40.79972606","School Based Hospital Extension Clinic"
"3161","P.S. 18","STATEN ISLAND COMMUNITY DISTRICT 1","221 Broadway","SI",10310,-74.11686039,"40.63649966","School Based Hospital Extension Clinic"
"3162","P.S. 153","MANHATTAN COMMUNITY DISTRICT 9","1750 Amsterdam Ave","MN",10031,-73.94759979,"40.82651427","School Based Hospital Extension Clinic"
"3163","BOYS AND GIRLS HIGH SCHOOL","BROOKLYN COMMUNITY DISTRICT 3","1700 Fulton St","BK",11213,-73.93160407,"40.67847896","School Based Hospital Extension Clinic"
"3164","MS 293 - GLOBAL STUDIES","BROOKLYN COMMUNITY DISTRICT 6","284 Baltic St","BK",11201,-73.99331514,"40.68501518","School Based Hospital Extension Clinic"
"3165","PS 142 - STRANAHAN","BROOKLYN COMMUNITY DISTRICT 6","610 Henry St","BK",11231,-74.0020262,"40.67953954","School Based Hospital Extension Clinic"
"3166","PS 38 PACIFIC","BROOKLYN COMMUNITY DISTRICT 2","450 Pacific St","BK",11217,-73.98282274,"40.68493999","School Based Hospital Extension Clinic"
"3167","M S 51- ALEXANDER","BROOKLYN COMMUNITY DISTRICT 6","350 5 Ave","BK",11215,-73.98504663,"40.67237472","School Based Hospital Extension Clinic"
"3168","PS 13","BROOKLYN COMMUNITY DISTRICT 5","557 Pennsylvania Ave","BK",11207,-73.89332812,"40.66406995","School Based Hospital Extension Clinic"
"3169","GEORGE WINGATE CAMPUS","BROOKLYN COMMUNITY DISTRICT 9","600 Kingston Ave","BK",11203,-73.9437165,"40.6587094","School Based Hospital Extension Clinic"
"3170","I S 49","BROOKLYN COMMUNITY DISTRICT 1","223 Graham Ave","BK",11206,-73.94446332,"40.70976252","School Based Hospital Extension Clinic"
"3171","850 GRAND ST CAMPUS HIGH SCHOOL","BROOKLYN COMMUNITY DISTRICT 1","850 Grand St","BK",11211,-73.93899396,"40.71105254","School Based Hospital Extension Clinic"
"3172","PS 256 BENJAMIN BANNEKER","BROOKLYN COMMUNITY DISTRICT 3","114 Kosciusko St","BK",11216,-73.94961415,"40.6905927","School Based Health Center Extension Clinic"
"3173","INTERMEDIATE SCHOOL 117 FRANCIS SCOTT KEY","BROOKLYN COMMUNITY DISTRICT 3","300 Willoughby Ave","BK",11205,-73.958181,"40.69199322","School Based Health Center Extension Clinic"
"3174","PS 309 GEORGE E. WEBECAN","BROOKLYN COMMUNITY DISTRICT 3","794 Monroe St","BK",11221,-73.92442225,"40.68810038","School Based Health Center Extension Clinic"
"3175","PS 54 S BARNES","BROOKLYN COMMUNITY DISTRICT 3","195 Sanford St","BK",11205,-73.95250468,"40.69261408","School Based Health Center Extension Clinic"
"3176","PS 270-THE DEKALB SCHOOL","BROOKLYN COMMUNITY DISTRICT 2","241 Emerson Pl","BK",11205,-73.96113835,"40.69127513","School Based Health Center Extension Clinic"
"3177","BENJAMIN BANNEKER ACADEMY","BROOKLYN COMMUNITY DISTRICT 2","77 Clinton Ave","BK",11205,-73.96877028,"40.69539186","School Based Health Center Extension Clinic"
"3178","THOMAS JEFFERSON HIGH SCHOOL","BROOKLYN COMMUNITY DISTRICT 5","400 Pennsylvania Ave","BK",11207,-73.89512238,"40.66686578","School Based Health Center Extension Clinic"
"3179","CUMBERLAND DIAGNOSTIC & TREATMENT CENTER - SCHOOL BASED MOBILE DENTAL EQUIPMENT CLINIC","BROOKLYN COMMUNITY DISTRICT 2","100 N Portland Ave","BK",11205,-73.97683381,"40.69521535","School Based Health Center Extension Clinic"
"3180","I S 302","BROOKLYN COMMUNITY DISTRICT 5","350 Linwood St","BK",11208,-73.88419698,"40.67705215","School Based Health Center Extension Clinic"
"3181","I S 166","BROOKLYN COMMUNITY DISTRICT 5","800 Van Siclen Ave","BK",11207,-73.88574445,"40.6597314","School Based Health Center Extension Clinic"
"3182","FIRST MEDCARE PRIMARY CARE CENTER - SCHOOL-BASED MOBILE DENTAL EQUIPMENT CLINIC","BROOKLYN COMMUNITY DISTRICT 18","8707 Flatlands Ave","BK",11236,-73.90814452,"40.63916558","School Based Health Center Extension Clinic"
"3183","LMRC MOBILE UNIT","BROOKLYN COMMUNITY DISTRICT 12","1312 38 St","BK",11218,-73.98536721,"40.64071097","School Based Health Center Extension Clinic"
"3184","YELED V'YALDA CHILDHOOD CENTER","BROOKLYN COMMUNITY DISTRICT 12","4001 16 Ave","BK",11218,-73.98015117,"40.63579702","School Based Health Center Extension Clinic"
"3185","YELED V'YALDA CHILDHOOD CENTER","BROOKLYN COMMUNITY DISTRICT 12","1212 Ocean Pkwy","BK",11230,-73.97011718,"40.61901046","School Based Health Center Extension Clinic"
"3186","GAN DAY CARE","BROOKLYN COMMUNITY DISTRICT 12","4206 15 Ave","BK",11219,-73.98411794,"40.63626151","School Based Health Center Extension Clinic"
"3187","YELED V'YALDA CHILDHOOD CENTER","BROOKLYN COMMUNITY DISTRICT 1","99 Heyward St","BK",11206,-73.95698493,"40.7014238","School Based Health Center Extension Clinic"
"3188","BETH JACOB DAY CARE","BROOKLYN COMMUNITY DISTRICT 12","1363 46 St","BK",11219,-73.98860375,"40.63591894","School Based Health Center Extension Clinic"
"3189","MOSDOTH DAY CARE","BROOKLYN COMMUNITY DISTRICT 9","420 Lefferts Ave","BK",11225,-73.94727464,"40.66229028","School Based Health Center Extension Clinic"
"3190","MOBILE VAN DENTAL CLINIC","BROOKLYN COMMUNITY DISTRICT 12","1450 37 St","BK",11218,-73.98200927,"40.63967297","School Based Health Center Extension Clinic"
"3191","SCHULMAN&SCHACHNE INST FOR ADHC","BROOKLYN COMMUNITY DISTRICT 17","9620 Church Ave","BK",11212,-73.91472059,"40.65585345","Adult Day Health Care Center"
"3192","JACQUELYN HERNANDEZ ADULT DAY HEALTH CENTER","BROOKLYN COMMUNITY DISTRICT 3","822 Lexington Ave","BK",11221,-73.9258657,"40.69032459","Adult Day Health Care Center"
"3193","CENTER FOR NURSING & REHAB ADHCP","BROOKLYN COMMUNITY DISTRICT 17","5506 Church Ave","BK",11203,-73.92519445,"40.65224586","Adult Day Health Care Center"
"3194","SHEEPSHEAD NURSING&REHAB CENTER ADHCP","BROOKLYN COMMUNITY DISTRICT 15","3900 Shore Pkwy","BK",11235,-73.9306451,"40.5848454","Adult Day Health Care Center"
"3195","BUSHWICK CENTER FOR REHABILITATION AND HEALTH CARE","QUEENS COMMUNITY DISTRICT 12","172-61 Baisley Blvd","QN",11434,-73.7707056,"40.68308516","Adult Day Health Care Center"
"3196","BUSHWICK CENTER FOR REHABILITATION AND HEALTH CARE","QUEENS COMMUNITY DISTRICT 5","59-25 67 Ave","QN",11385,-73.90091277,"40.70480917","Adult Day Health Care Center"
"3197","MJHS ADULT DAY HEALTH CENTER","BROOKLYN COMMUNITY DISTRICT 11","6202-12 16 Ave","BK",11204,-73.99359867,"40.62361444","Adult Day Health Care Center"
"3198","DR. SUSAN SMITH MCKINNEY - NEPONSIT ADHCP","QUEENS COMMUNITY DISTRICT 14","230 Beach 102 St","QN",11694,-73.82265421,"40.5841558","Adult Day Health Care Center"
"3199","SUNRISE/PARKSHORE ADULT DAY HEALTH CARE CENTER","BROOKLYN COMMUNITY DISTRICT 18","9517 Ave J & 95 St","BK",11236,-73.90041585,"40.64150045","Adult Day Health Care Center"
"3200","LAKESIDE/PARKSHORE ADULT DAY HEALTH CARE CENTER","BROOKLYN COMMUNITY DISTRICT 18","945 E 108 St","BK",11236,-73.89145398,"40.64844214","Adult Day Health Care Center"
"3201","PALM GARDENS NH ADHCP","BROOKLYN COMMUNITY DISTRICT 15","2900 Bragg St","BK",11235,-73.93321712,"40.58338668","Adult Day Health Care Center"
"3202","NORMAN THOMAS HIGH SCHOOL","MANHATTAN COMMUNITY DISTRICT 5","111 E 33 St","MN",10016,-73.98107456,"40.74651018","School Based Hospital Extension Clinic"
"3203","PS 51","MANHATTAN COMMUNITY DISTRICT 4","525 W 44 St","MN",10036,-73.99561049,"40.76167363","School Based Hospital Extension Clinic"
"3204","PS 811 M","MANHATTAN COMMUNITY DISTRICT 6","461 1 Ave","MN",10016,-73.97747163,"40.73933476","School Based Hospital Extension Clinic"
"3205","PS 347","MANHATTAN COMMUNITY DISTRICT 6","225 E 23 St","MN",10010,-73.98133308,"40.73837478","School Based Hospital Extension Clinic"
"3206","MANHATTAN CENTER FOR MATH & SCIENCE","MANHATTAN COMMUNITY DISTRICT 11","260 Pleasant Ave","MN",10029,-73.93294076,"40.79408327","School Based Hospital Extension Clinic"
"3207","JULIA RICHMAN HIGH SCHOOL","MANHATTAN COMMUNITY DISTRICT 8","317 E 67 St","MN",10065,-73.95977731,"40.76563833","School Based Hospital Extension Clinic"
"3208","PS 83 MENDOZA SCHOOL","MANHATTAN COMMUNITY DISTRICT 11","219 E 109 St","MN",10029,-73.94195945,"40.79333336","School Based Hospital Extension Clinic"
"3209","PS 108","MANHATTAN COMMUNITY DISTRICT 11","1615 Madison Ave","MN",10029,-73.94785571,"40.79503242","School Based Hospital Extension Clinic"
"3210","JHS 117 (ALTERNATIVE EDUCATION COMPLEX)","MANHATTAN COMMUNITY DISTRICT 11","240 E 109 St","MN",10029,-73.94228155,"40.79255127","School Based Hospital Extension Clinic"
"3211","PS 38","MANHATTAN COMMUNITY DISTRICT 11","232 E 103 St","MN",10029,-73.94477667,"40.78868791","School Based Hospital Extension Clinic"
"3212","BAYARD RUSTIN EDUCATION COMPLEX (BREC)","MANHATTAN COMMUNITY DISTRICT 4","351 W 18 St","MN",10011,-74.00252616,"40.74336348","School Based Hospital Extension Clinic"
"3213","PHILIP RANDOLPH CAMPUS HS","MANHATTAN COMMUNITY DISTRICT 9","433 W 135 St","MN",10031,-73.94995807,"40.81851996","School Based Hospital Extension Clinic"
"3214","MARTIN LUTHER KING JR HIGH SCHOOL","MANHATTAN COMMUNITY DISTRICT 7","122 Amsterdam Ave","MN",10023,-73.98560852,"40.77489148","School Based Hospital Extension Clinic"
"3215","LOUIS BRANDEIS HIGH SCHOOL","MANHATTAN COMMUNITY DISTRICT 7","145 W 84 St","MN",10024,-73.97433943,"40.78604962","School Based Hospital Extension Clinic"
"3216","INTERMEDIATE SCHOOL 164 EDWARD W. STITT","MANHATTAN COMMUNITY DISTRICT 12","401 W 164 St","MN",10032,-73.93725946,"40.83699117","School Based Hospital Extension Clinic"
"3217","INTERMEDIATE SCHOOL 52 INWOOD","MANHATTAN COMMUNITY DISTRICT 12","650 Academy St","MN",10034,-73.92501945,"40.865677","School Based Hospital Extension Clinic"
"3218","INTERMEDIATE SCHOOL 143 ELEANOR ROOSEVELT","MANHATTAN COMMUNITY DISTRICT 12","515 W 182 St","MN",10033,-73.93092243,"40.8492564","School Based Hospital Extension Clinic"
"3219","INTERMEDIATE SCHOOL 136","MANHATTAN COMMUNITY DISTRICT 10","6 Edgecomb Ave","MN",10030,-73.9471555,"40.81722869","School Based Hospital Extension Clinic"
"3220","GEORGE WASHINGTON HIGH SCHOOL","MANHATTAN COMMUNITY DISTRICT 12","549 Audubon Ave","MN",10040,-73.92599486,"40.85660366","School Based Hospital Extension Clinic"
"3221","THURGOOD MARSHALL ACADEMY","MANHATTAN COMMUNITY DISTRICT 10","200-214 W 135 St","MN",10030,-73.94430305,"40.81524017","School Based Hospital Extension Clinic"
