FacName,CDName,FacAddress,Borough,ZipCode,Lon,Lat,FT_Decode
"A TO Z CENTER TOO, INC.",QUEENS COMMUNITY DISTRICT 13,220-24 Jamaica Ave,QN,11428,-73.7331944,40.71889228,Group Day Care - Private
VOLUNTEERS OF AMERICA - GREATER NEW YORK,BRONX COMMUNITY DISTRICT 6,1887 Bathgate Ave,BX,10457,-73.89760419,40.84649242,Group Day Care - Private
"PRESCHOOL OF AMERICA, LLC",MANHATTAN COMMUNITY DISTRICT 7,101 W End Ave,MN,10069,-73.98842468,40.77506472,Group Day Care - Private
"THE EDUCATIONAL ALLIANCE, INC.",MANHATTAN COMMUNITY DISTRICT 3,179 Henry St,MN,10002,-73.9882694,40.71373602,Group Day Care - Private
BEANSPROUTS INC. OF BROOKLYN,BROOKLYN COMMUNITY DISTRICT 6,421 7 St,BK,11215,-73.98223923,40.66916568,Group Day Care - Private
MUSHROOM  HOUSE LLC,QUEENS COMMUNITY DISTRICT 1,38-00 Ditmars Blvd.,QN,11105,-73.90689109,40.77310362,Group Day Care - Private
"BARNEY DAY CARE CENTER, INC.",STATEN ISLAND COMMUNITY DISTRICT 1,472 Netherland Ave,SI,10303,-74.1651759,40.62879616,Group Day Care - Private
H.H DAYCARE ANNEX INC.,QUEENS COMMUNITY DISTRICT 12,188-32 Jamaica Ave,QN,11423,-73.76969572,40.71136807,Group Day Care - Private
THE STUDIO SCHOOL,MANHATTAN COMMUNITY DISTRICT 7,117 W 95 St,MN,10025,-73.96867046,40.79270694,Group Day Care - Private
"EDEN II SCHOOL FOR AUTISTIC CHILDREN, INC.",STATEN ISLAND COMMUNITY DISTRICT 1,75 Skyline Drive,SI,10304,-74.07887798,40.61571549,Group Day Care - Private
XCEL TINY TOTS INC.,QUEENS COMMUNITY DISTRICT 13,113-15 Springfield Blvd.,QN,11429,-73.74007205,40.70363609,Group Day Care - Private
"PLEASANT LEARN-N-PLAY CENTER, INC.",QUEENS COMMUNITY DISTRICT 12,126-03 Merrick Blvd,QN,11434,-73.76602539,40.68211507,Group Day Care - Private
THE KIDSMART GROUP LLC,STATEN ISLAND COMMUNITY DISTRICT 2,360 Seaview Ave,SI,10305,-74.09034138,40.58536605,Group Day Care - Private
"A NEW DAWN ELEMENTARY SCHOOL,INC.",QUEENS COMMUNITY DISTRICT 12,89-14 163 St,QN,11432,-73.79826043,40.70651402,Group Day Care - Private
EPISCOPAL SOCIAL SERVICES,BRONX COMMUNITY DISTRICT 1,500 Bergen Ave,BX,10455,-73.91779714,40.81486751,Head Start Center - Public
SAINTILUS DAY CARE INC.,BROOKLYN COMMUNITY DISTRICT 18,951 E 84 St,BK,11236,-73.90907407,40.6365725,Group Day Care - Private
ASSOCIATION TO BENEFIT CHILDREN,MANHATTAN COMMUNITY DISTRICT 8,404 E 91 St,MN,10128,-73.94672306,40.77975197,Group Day Care - Private
"PRESCHOOL OF AMERICA, LLC",MANHATTAN COMMUNITY DISTRICT 8,1180-90 Park Ave,MN,10128,-73.95421905,40.78497568,Group Day Care - Private
"YELED V'YALDA EARLY CHILDHOOD CENTER, INC.",STATEN ISLAND COMMUNITY DISTRICT 1,20 Park Hill Circle,SI,10304,-74.07789152,40.61610592,Head Start Center - Public
"SHARON BAPTIST BOARD OF DIRECTORS,INC.",BRONX COMMUNITY DISTRICT 6,1925 Bathgate Ave,BX,10457,-73.89717992,40.84738681,Head Start Center - Public
"THE RABBINICAL COMMITTEE OF BROWNSTONE BROOKLYN,INC.",BROOKLYN COMMUNITY DISTRICT 8,852 Classon Ave,BK,11238,-73.96134434,40.67184769,Group Day Care - Private
"3504-06 CHURCH AVE. DAY CARE, INC.",BROOKLYN COMMUNITY DISTRICT 17,3506 Church Ave,BK,11203,-73.94445831,40.6508487,Group Day Care - Private
"KOREAN PRESBYTERIAN CHURCH OF QUEENS, INC.",QUEENS COMMUNITY DISTRICT 7,143-17 Franklin Ave,QN,11355,-73.82174439,40.75776727,Group Day Care - Private
ST. MARY'S HOSPITAL FOR CHILDREN,QUEENS COMMUNITY DISTRICT 11,29-01 216 St,QN,11360,-73.76888607,40.77634588,Group Day Care - Private
"GRACE DAY CARE CENTER, INC.",QUEENS COMMUNITY DISTRICT 3,89-00 23 Ave,QN,11369,-73.87984158,40.76726248,Group Day Care - Private
JACKSON DEVELOPMENT CHILDREN'S SERVICES,QUEENS COMMUNITY DISTRICT 1,36-02 14 St,QN,11106,-73.93795644,40.76001565,Group Day Care - Private
NATALIE'S SUNFLOWER LLC,BROOKLYN COMMUNITY DISTRICT 6,238 5 Ave,BK,11215,-73.98133623,40.6755938,Group Day Care - Private
"Q KINGDOM MINISTRIES, INCORPORATED",BROOKLYN COMMUNITY DISTRICT 9,1313 Union St,BK,11225,-73.94860666,40.6690595,Group Day Care - Private
"PROSPECT KIDS ACADEMY, INC.",BROOKLYN COMMUNITY DISTRICT 8,532 St. Johns Pl,BK,11238,-73.96046048,40.67294256,Group Day Care - Private
"THE RABBINICAL COMMITTEE OF BROWNSTONE BROOKLYN, INC.",BROOKLYN COMMUNITY DISTRICT 6,70 Prospect Park W,BK,11215,-73.97394125,40.66854927,Group Day Care - Private
CONGREGATION ATERES MORDECHAI,BROOKLYN COMMUNITY DISTRICT 7,649 39 St,BK,11232,-73.99985946,40.64909996,Group Day Care - Private
"YELED V'YALDA EARLY CHILDHOOD CENTER,INC.",BROOKLYN COMMUNITY DISTRICT 12,1257-1263 38 St,BK,11218,-73.98612367,40.64180349,Head Start Center - Public
"MOSHOLU MONTEFIORE COMMUNITY CENTER, INC.",BRONX COMMUNITY DISTRICT 7,3512 Dekalb Ave,BX,10467,-73.87978872,40.8825543,Head Start Center - Public
"STEPPING STONE DAY SCHOOL, INC.",BRONX COMMUNITY DISTRICT 10,2826 Westchester Ave,BX,10461,-73.83532296,40.84419161,Group Day Care - Private
"NEW MILESTONE, INC",QUEENS COMMUNITY DISTRICT 8,158-13 72 Ave,QN,11365,-73.81050549,40.7281087,Group Day Care - Private
"THE FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS,INC.",BROOKLYN COMMUNITY DISTRICT 8,671-675 Prospect Pl,BK,11216,-73.95398091,40.67498226,Group Day Care - Public
"CORTELYOU EARLY CHILDHOOD CENTER, INC.",BROOKLYN COMMUNITY DISTRICT 14,2739 Bedford Ave,BK,11210,-73.95314305,40.63602798,Group Day Care - Private
PLAY & LEARN PRESCHOOL CENTER,QUEENS COMMUNITY DISTRICT 5,66-06 70 St,QN,11379,-73.88530805,40.7144041,Group Day Care - Private
CONGREGATION KESHET BEANAN,BROOKLYN COMMUNITY DISTRICT 15,1612 Quentin Rd,BK,11229,-73.9567677,40.60816702,Group Day Care - Private
"THE RABBINICAL COMMITTEE OF BROWNSTONE BROOKLYN, INC.",BROOKLYN COMMUNITY DISTRICT 8,852 Classon Ave,BK,11238,-73.96134434,40.67184769,Group Day Care - Private
"STEP AHEAD, LLC.",BROOKLYN COMMUNITY DISTRICT 10,7100 Ridge Blvd.,BK,11209,-74.02974933,40.63469697,Group Day Care - Private
STEP AHEAD LLC.,BROOKLYN COMMUNITY DISTRICT 10,7100 Ridge Blvd.,BK,11209,-74.02974933,40.63469697,Group Day Care - Private
"ABC MINISTRY AND COUNSELING CENTER, INC",BROOKLYN COMMUNITY DISTRICT 17,9302 Ave B,BK,11236,-73.91380444,40.65083256,Group Day Care - Private
"BROOKLYN CHILD AND FAMILY SERVICES, INC.",BROOKLYN COMMUNITY DISTRICT 3,178 Halsey St,BK,11216,-73.94670385,40.68195908,Group Day Care - Public
ELADIA'S KIDS PARENT LLC,BROOKLYN COMMUNITY DISTRICT 6,147 5 Ave,BK,11217,-73.97906784,40.67800881,Group Day Care - Private
FRANCIS EDUCATION CENTER,QUEENS COMMUNITY DISTRICT 11,38-03 Francis Lewis Blvd.,QN,11358,-73.78505572,40.76249424,Group Day Care - Private
GET SET LINDEN INC,BROOKLYN COMMUNITY DISTRICT 17,623 Linden Blvd,BK,11203,-73.93561899,40.65375905,Group Day Care - Private
"MINIVENTURES OF NEW YORK, INC.",BRONX COMMUNITY DISTRICT 1,433 E 148 St,BX,10455,-73.91652185,40.81488306,Group Day Care - Private
"CHILDRENS ARK DAY CARE CENTER, INC.",BROOKLYN COMMUNITY DISTRICT 18,9130 Ave L,BK,11236,-73.89883859,40.63610008,Group Day Care - Private
SACRED PATRIARCHAL &STAVROPEGIAL ORTHODOX MONASTERY OF ST. IRENE CHRYSOVALANTOU,QUEENS COMMUNITY DISTRICT 1,42-11 Ditmars Blvd.,QN,11105,-73.90391096,40.77166842,Group Day Care - Private
ST. MARK'S METHODIST EPISCOPAL CHURCH,BROOKLYN COMMUNITY DISTRICT 3,933 Herkimer St,BK,11233,-73.92257636,40.67853362,Head Start Center - Public
BRONX HOUSE,BRONX COMMUNITY DISTRICT 11,990 Pelham Pkwy S,BX,10462,-73.86027162,40.8565565,Group Day Care - Private
WOMEN'S HOUSING AND ECOMOMIC DEVELOPMENT CORP.,BRONX COMMUNITY DISTRICT 4,50 E 168 St,BX,10452,-73.91917288,40.8362608,Head Start Center - Public
GKO GROUP INCORPORATED,BRONX COMMUNITY DISTRICT 10,4020 E Tremont Ave,BX,10465,-73.81798017,40.81963874,Group Day Care - Private
"SHARON BAPTIST BOARD OF DIRECTORS, INC.",BRONX COMMUNITY DISTRICT 5,279-281 E Burnside Ave,BX,10457,-73.90159474,40.85120306,Head Start Center - Public
CHERYL HERCULES,BROOKLYN COMMUNITY DISTRICT 17,9624 Kings Highway,BK,11212,-73.91959875,40.66029253,Group Day Care - Private
H E L P DAY CARE CORPORATION,BRONX COMMUNITY DISTRICT 6,785 Crotona Park N,BX,10460,-73.89094837,40.84092279,Group Day Care - Public
"MOMMY DAYCARE, LLC",BROOKLYN COMMUNITY DISTRICT 13,891 Ave Z,BK,11235,-73.96113756,40.58746183,Group Day Care - Private
CO-OP CITY N A A C P DAY CARE CENTER,BRONX COMMUNITY DISTRICT 10,100 Erskine Pl,BX,10475,-73.82419246,40.86278156,Group Day Care - Private
MS. ELENA'S SUNSHINE EARLY LEARNING CENTER INC.,BRONX COMMUNITY DISTRICT 10,3075 Baisley Ave,BX,10461,-73.82612771,40.83748102,Group Day Care - Private
BIRCH FAMILY SERVICES,BRONX COMMUNITY DISTRICT 8,475 W 250 St,BX,10471,-73.90704174,40.89796069,Group Day Care - Private
"HOSTOS COMMUNITY COLLEGE  CHILDREN'S CENTER, INC.",BRONX COMMUNITY DISTRICT 1,475 Grand Concourse,BX,10451,-73.92804998,40.81815705,Group Day Care - Private
BROOKLYN KINDERGARTEN SOCIETY,BROOKLYN COMMUNITY DISTRICT 3,250 Ralph Ave,BK,11233,-73.92386136,40.68036524,Group Day Care - Public
"TREMONT CROTONA DAY CARE CENTER,INC.",BRONX COMMUNITY DISTRICT 9,1555 E 174 St,BX,10472,-73.87664759,40.83497157,Group Day Care - Public
BRONXDALE TENANTS LEAGUE DAY CARE CENTER INC.,BRONX COMMUNITY DISTRICT 9,1065 -1085 Beach Ave,BX,10472,-73.86649904,40.82650654,Group Day Care - Public
YWCA OF THE CITY OF NEW YORK,BROOKLYN COMMUNITY DISTRICT 16,1592 E New York Ave,BK,11212,-73.9100144,40.67134689,Group Day Care - Public
UNITED CEREBRAL PALSY OF NEW YORK CITY INC.,BRONX COMMUNITY DISTRICT 11,1770 Stillwell Ave,BX,10469,-73.833203,40.85795877,Group Day Care - Private
CARDINAL MC CLOSKEY SCHOOL & HOME FOR CHILDREN,BRONX COMMUNITY DISTRICT 6,899 E 180 St,BX,10460,-73.88172874,40.84503351,Group Day Care - Public
POLICE ATHLETIC LEAGUE INC.,BROOKLYN COMMUNITY DISTRICT 13,2964 W 23 St,BK,11224,-73.99038882,40.57480348,Group Day Care - Public
"CORNERSTONE DAY CARE CENTER, INC.",BROOKLYN COMMUNITY DISTRICT 3,289 Lewis Ave,BK,11221,-73.93541124,40.68593871,Group Day Care - Public
"SHIRA ASSOCIATION, INC.",BROOKLYN COMMUNITY DISTRICT 12,1334 Ocean Pkwy,BK,11230,-73.9695926,40.61610633,Head Start Center - Private
BROOKLYN KINDERGARTEN SOCIETY,BROOKLYN COMMUNITY DISTRICT 8,1185 Park Pl,BK,11213,-73.93762582,40.67364609,Group Day Care - Public
EAST TREMONT CHILD CARE AND DEVELOPMENT CENTER,BRONX COMMUNITY DISTRICT 6,1811 Crotona Ave,BX,10457,-73.894317,40.84301465,Group Day Care - Public
"SOUTHEAST BRONX NEIGHBORHOOD CENTERS, INC.",BRONX COMMUNITY DISTRICT 3,3261 3 Ave,BX,10456,-73.90883156,40.82462373,Group Day Care - Public
"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS,INC.",BROOKLYN COMMUNITY DISTRICT 8,671 Prospect Pl,BK,11216,-73.95398091,40.67498226,Group Day Care - Public
TRABAJAMOS COMMUNITY HEAD START,BRONX COMMUNITY DISTRICT 6,2260 Crotona Ave,BX,10457,-73.884494,40.85110212,Head Start Center - Public
"GAN DAY CARE CENTER, INC.",BROOKLYN COMMUNITY DISTRICT 12,4206-10 15 Ave,BK,11219,-73.98411794,40.63626151,Group Day Care - Public
BROOKLYN FREE SPACE,BROOKLYN COMMUNITY DISTRICT 6,298 6 Ave,BK,11215,-73.98080365,40.67219843,Group Day Care - Private
TREMONT CROTONA DAY CARE CENTER INC.,BRONX COMMUNITY DISTRICT 3,1600 Crotona Park E,BX,10460,-73.89121948,40.83647387,Group Day Care - Public
"STUYVESANT HEIGHTS MONTESSORI,INC.",BROOKLYN COMMUNITY DISTRICT 3,644 Macdonough St,BK,11233,-73.92046861,40.68345356,Group Day Care - Private
YOUNG MEN'S CHRISTIAN ASSOCIATION OF GREATER NEW YORK,BROOKLYN COMMUNITY DISTRICT 1,99 Meserole Ave,BK,11222,-73.95340734,40.72709965,Group Day Care - Private
HELEN KELLER SERVICES FOR THE BLIND INC.,BROOKLYN COMMUNITY DISTRICT 2,57 Willoughby St,BK,11201,-73.98653502,40.692538,Group Day Care - Private
"YELED V' YALDA EARLY CHILDHOOD CENTER,INC.",BROOKLYN COMMUNITY DISTRICT 12,1257-1263 38 St,BK,11218,-73.98612367,40.64180349,Head Start Center - Public
"YELED V'YALDA EARLY CHILDHOOD CENTER,INC.",BROOKLYN COMMUNITY DISTRICT 15,2166 Coney Island Ave,BK,11223,-73.96219387,40.60405449,Head Start Center - Public
CAMBRIA HEIGHTS GOSPEL CHAPEL,QUEENS COMMUNITY DISTRICT 13,220-12 Linden Blvd,QN,11411,-73.73964877,40.69473381,Group Day Care - Private
RIVERDALE NURSERY SCHOOL AND FAMILY CENTER,BRONX COMMUNITY DISTRICT 8,3816 Waldo Ave,BX,10463,-73.90340369,40.8874236,Group Day Care - Private
BRIGHT HORIZONS CHILDREN'S CENTER INC.,MANHATTAN COMMUNITY DISTRICT 8,888 Main St,MN,10044,-73.95260272,40.75760723,Group Day Care - Corporate
"HUGGS DAY SCHOOL WITH LOVE, INC.",BROOKLYN COMMUNITY DISTRICT 6,763 President St,BK,11215,-73.97691673,40.67446215,Group Day Care - Private
"SANDRA'S SUNFLOWER CHILD CARE, INC.",QUEENS COMMUNITY DISTRICT 12,121-17 Sutphin Blvd.,QN,11434,-73.79041866,40.67686465,Group Day Care - Private
"KIDDIES LEARNING CENTER, INC.",BROOKLYN COMMUNITY DISTRICT 8,263 Troy Ave,BK,11213,-73.93628803,40.67021164,Group Day Care - Private
AIM HIGH CHILDREN'S SERVICES,BROOKLYN COMMUNITY DISTRICT 14,229 Parkville Ave,BK,11230,-73.97057992,40.63154055,Group Day Care - Private
"THURSDAYS CHILD, INC.",STATEN ISLAND COMMUNITY DISTRICT 2,348 Seaview Ave,SI,10305,-74.09067644,40.58553871,Group Day Care - Private
"MICHAEL BRANCIFORTE,  BONNIE BRANCIFORTE,  LENA VOLLARO",MANHATTAN COMMUNITY DISTRICT 8,1520 York Ave,MN,10028,-73.94939357,40.77218319,Group Day Care - Private
SHARBANI ROY INC.,BRONX COMMUNITY DISTRICT 5,2195 Grand Concourse,BX,10453,-73.90141425,40.85592105,Group Day Care - Private
"WEGWEISER & WEGWEISER, LLC",MANHATTAN COMMUNITY DISTRICT 1,2 Gold St,MN,10038,-74.00693237,40.70740973,Group Day Care - Private
"EPISCOPAL SOCIAL SERVICE OF NEW YORK, INC.",MANHATTAN COMMUNITY DISTRICT 11,2289 5 Ave,MN,10037,-73.93522841,40.81476883,Group Day Care - Public
COLONY SOUTH BROOKLYN HOUSES INC.,BROOKLYN COMMUNITY DISTRICT 7,314 44 St,BK,11220,-74.0109447,40.65067495,Group Day Care - Private
"COLONY SOUTH BROOKLYN HOUSES, INC.",BROOKLYN COMMUNITY DISTRICT 7,140 58 St,BK,11220,-74.02719554,40.64519916,Group Day Care - Public
ABC LITTLE STAR DAY CARE INC.,BROOKLYN COMMUNITY DISTRICT 11,2345 85 St,BK,11214,-73.98962527,40.60064846,Group Day Care - Private
"BRIGHT HORIZON'S CHILDRENS CENTER,INC.",MANHATTAN COMMUNITY DISTRICT 12,61 Haven Ave,MN,10032,-73.94252659,40.8433836,Group Day Care - Private
"BRIGHT HORIZON'S CHILDRENS CENTERS, INC.",MANHATTAN COMMUNITY DISTRICT 12,61 Haven Ave,MN,10032,-73.94252659,40.8433836,Group Day Care - Private
THE CHILD CENTER  OF NEW YORK,QUEENS COMMUNITY DISTRICT 2,60-02 Roosevelt Ave,QN,11377,-73.90422329,40.74528618,Head Start Center - Public
"BRIGHT HORIZONS CHILDREN'S CENTER, INC.",MANHATTAN COMMUNITY DISTRICT 6,2 Un Plz,MN,10017,-73.96959968,40.7508307,Group Day Care - Private
PARKWAY PRESCHOOL,BROOKLYN COMMUNITY DISTRICT 17,5566 Kings Highway,BK,11203,-73.92482082,40.64801042,Group Day Care - Private
"ABC MINISTRY AND COUSELING CENTER,INC.",BROOKLYN COMMUNITY DISTRICT 17,9302 Ave B,BK,11236,-73.91380444,40.65083256,Group Day Care - Private
SCAN NEW YORK,MANHATTAN COMMUNITY DISTRICT 11,414 E 105 St,MN,10029,-73.9400578,40.78752728,Group Day Care - Public
PARADISE DAY CARE CENTER,BROOKLYN COMMUNITY DISTRICT 17,528 E 95 St,BK,11212,-73.91615294,40.65463308,Group Day Care - Private
THE WONDER YEARS PRESCHOOL INC.,STATEN ISLAND COMMUNITY DISTRICT 2,381 Seaver Ave,SI,10305,-74.09231596,40.5813406,Group Day Care - Private
THE INTERNATIONAL PRESCHOOL,MANHATTAN COMMUNITY DISTRICT 6,330 E 45 St,MN,10017,-73.96959968,40.7508307,Group Day Care - Private
THE INTERNATIONAL PRESCHOOL,MANHATTAN COMMUNITY DISTRICT 6,330 E 45 St,MN,10017,-73.96959968,40.7508307,Group Day Care - Private
JOAN WATKIS CORPORATION,BROOKLYN COMMUNITY DISTRICT 17,3318 Church Ave,BK,11203,-73.94596476,40.65076982,Group Day Care - Private
"JEWISH COMMUNITY PROJECT OF LOWER MANHATTAN NURSERY SCHOOL, INC.",MANHATTAN COMMUNITY DISTRICT 1,146 Duane St,MN,10013,-74.00810927,40.71617367,Group Day Care - Private
"BOLEK I LOLEK DAY CARE, INC.",BROOKLYN COMMUNITY DISTRICT 12,4105 Fort Hamilton Pkwy,BK,11219,-73.99187093,40.64189187,Group Day Care - Private
"LITTLE EXPLORERS,INC.",QUEENS COMMUNITY DISTRICT 11,213-41 40 Ave,QN,11361,-73.77078601,40.76458568,Group Day Care - Private
"RAINBOW DAY CARE CENTER, INC.",BROOKLYN COMMUNITY DISTRICT 18,3846 Flatlands Ave,BK,11234,-73.93753593,40.61949967,Group Day Care - Private
RENAISSANCE VILLAGE LLC.,MANHATTAN COMMUNITY DISTRICT 12,220 Cabrini Blvd,MN,10033,-73.9386848,40.85499996,Group Day Care - Private
"SHOSTAKOVICH MUSIC, ART AND SPORT SCHOOL INC",BROOKLYN COMMUNITY DISTRICT 15,297 Ave X,BK,11223,-73.97198057,40.59059131,Group Day Care - Private
"MADISON PLAYGROUP,LTD.",MANHATTAN COMMUNITY DISTRICT 8,230 E 60 St,MN,10022,-73.96503568,40.76143785,Group Day Care - Private
"BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER, INC.",BROOKLYN COMMUNITY DISTRICT 8,133 Kingsborough 1 Walk,BK,11233,-73.92623539,40.67558539,Head Start Center - Public
THE LITTLE CHILDREN'S GARDEN INC,QUEENS COMMUNITY DISTRICT 8,150-38 Union Turnpike,QN,11367,-73.81093714,40.71839569,Group Day Care - Private
"TRIUMPHANT FULL GOSPEL ASSEMBLY, INC.",BROOKLYN COMMUNITY DISTRICT 17,892 Rutland Rd,BK,11203,-73.92979515,40.66046938,Group Day Care - Private
ABC EARLY LEARNING CENTER INC,QUEENS COMMUNITY DISTRICT 7,208-90 Cross Island Pkwy,QN,11360,-73.78414961,40.78812573,Group Day Care - Private
KON GEN CORPORATION,QUEENS COMMUNITY DISTRICT 11,196-25 42 Ave,QN,11358,-73.78490123,40.76002917,Group Day Care - Corporate
CHELSEA DAY SCHOOL INC.,MANHATTAN COMMUNITY DISTRICT 5,319 5 Ave,MN,10016,-73.98505873,40.74711736,Group Day Care - Private
WARBASSE NURSERY SCHOOL,BROOKLYN COMMUNITY DISTRICT 13,2785 W 5 St,BK,11224,-73.96979583,40.58089337,Group Day Care - Private
"JASMINE EDUCATIONAL ENTERPRISES, INC.",BRONX COMMUNITY DISTRICT 8,5705 Mosholu Ave,BX,10471,-73.90033462,40.90576096,Group Day Care - Private
"HEART SHARE HUMAN SERVICES OF NEW YORK, ROMAN CATHOLIC DIOCESE OF BROOKLYN, INC.",BROOKLYN COMMUNITY DISTRICT 11,1825 Bath Ave,BK,11214,-74.00495172,40.60373946,Group Day Care - Private
TIMES SQUARE CHURCH ED.ANNEX,MANHATTAN COMMUNITY DISTRICT 5,1657 Broadway,MN,10019,-73.98374851,40.76251795,Group Day Care - Private
"PRECIOUS GIFT DAY CARE, INC.",BROOKLYN COMMUNITY DISTRICT 8,317 Albany Ave,BK,11213,-73.93913988,40.66974657,Group Day Care - Private
"BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER, INC.",BROOKLYN COMMUNITY DISTRICT 3,262 Lexington Ave,BK,11216,-73.95139793,40.68725034,Head Start Center - Public
"BROOKLYN CHINESE- AMERICAN ASSOCIATION, INC",BROOKLYN COMMUNITY DISTRICT 7,5002 8 Ave,BK,11220,-74.00403927,40.64114825,Head Start Center - Public
"THE AUDITORY/ORAL LEARNING CENTER, INC.",BROOKLYN COMMUNITY DISTRICT 18,3321 Ave M,BK,11210,-73.94203432,40.62023763,Group Day Care - Private
"AVALON OF RED HOOK, INC.",BROOKLYN COMMUNITY DISTRICT 6,46-54 Sullivan St,BK,11231,-74.01086612,40.67714011,Group Day Care - Private
BEACHBROOK NURSERY SCHOOL INC.,BROOKLYN COMMUNITY DISTRICT 15,2953 Ave X,BK,11235,-73.93939884,40.59501434,Group Day Care - Private
MAGALIE EARLY INTERVENTION DEVELOPMENTAL CENTER INC I/T,BROOKLYN COMMUNITY DISTRICT 18,951 E 84 St,BK,11236,-73.90907407,40.6365725,Group Day Care - Private
"STEP BY STEP INFANT DEVELOPMENT CENTER, INC.",BROOKLYN COMMUNITY DISTRICT 12,1049 38 St,BK,11219,-73.99078957,40.64455423,Group Day Care - Private
CINDERELLA DAY CARE CENTER INC,BROOKLYN COMMUNITY DISTRICT 13,130 Brighton 11 St,BK,11235,-73.95818285,40.5797973,Group Day Care - Private
"CORTELYOU EARLY CHILDHOOD CENTER, INC.",BROOKLYN COMMUNITY DISTRICT 14,1110 Cortelyou Rd,BK,11218,-73.96745965,40.63952978,Group Day Care - Private
"JEWISH COMMUNITY CENTER OF STATEN ISLAND, INCORPORATED",STATEN ISLAND COMMUNITY DISTRICT 2,1466 Manor Rd,SI,10314,-74.13082263,40.58898317,Group Day Care - Private
DIANNE DAVIS,BROOKLYN COMMUNITY DISTRICT 8,834 Prospect Pl,BK,11216,-73.94897782,40.67395086,Group Day Care - Private
H.H DAYCARE ANNEX INC,QUEENS COMMUNITY DISTRICT 12,188-32 Jamaica Ave,QN,11423,-73.76969572,40.71136807,Group Day Care - Private
"LITTLE DARLINGS DAY CARE CENTER,INC.",BROOKLYN COMMUNITY DISTRICT 17,1531 Nostrand Ave,BK,11226,-73.94907277,40.64874834,Group Day Care - Private
"BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER,INC",BROOKLYN COMMUNITY DISTRICT 3,214 Stuyvesant Ave,BK,11221,-73.933401,40.68780949,Head Start Center - Public
"GAN MIRIAM EARLY LEARNING CENTER,INC.",BRONX COMMUNITY DISTRICT 8,3700 Independence Ave,BX,10463,-73.91265063,40.88800187,Group Day Care - Private
"HIGH HOPES OF STATEN ISLAND, INC.",STATEN ISLAND COMMUNITY DISTRICT 3,1298 Woodrow Rd,SI,10309,-74.20824998,40.54144678,Group Day Care - Private
CITY OF FAITH COMMUNITY DEVELOPMENT CORP.,BRONX COMMUNITY DISTRICT 12,3445 White Plains Rd.,BX,10467,-73.86743612,40.87666713,Group Day Care - Private
LITTLE STARS DAY CARE CENTER INC.,BROOKLYN COMMUNITY DISTRICT 9,588 Brooklyn Ave,BK,11203,-73.94557168,40.65992348,Group Day Care - Private
MACHZIK BRACHA,BROOKLYN COMMUNITY DISTRICT 12,1177 48 St,BK,11219,-73.9938748,40.63717096,Group Day Care - Private
"A CASTLE FOR CLASSY KIDS LEARNING CENTER, INC.",BROOKLYN COMMUNITY DISTRICT 5,2570 Pitkin Ave,BK,11208,-73.87734477,40.67438536,Group Day Care - Private
"HEAVENLY MIRACLE ACADEMY SERVICES, INC",BROOKLYN COMMUNITY DISTRICT 5,533 Blake Ave,BK,11207,-73.89924528,40.66741568,Group Day Care - Private
MIDWOOD MONTESSORI INC.,BROOKLYN COMMUNITY DISTRICT 14,2825 Bedford Ave,BK,11210,-73.95274102,40.63390335,Group Day Care - Private
"TR LITTLE PEOPLE, LTD",MANHATTAN COMMUNITY DISTRICT 8,127 E 90 St,MN,10128,-73.95391751,40.78238728,Group Day Care - Private
CHRISTINA DAY CARE INC.,BROOKLYN COMMUNITY DISTRICT 5,334 Milford St,BK,11208,-73.87632401,40.67077763,Group Day Care - Private
"THE RABBINICAL COMMITTEE OF BROWNSTONE BROOKLYN, INC.",BROOKLYN COMMUNITY DISTRICT 6,70 Prospect Park W,BK,11215,-73.97394125,40.66854927,Group Day Care - Private
"SHARON BAPTIST BOARD OF DIRECTORS, INC.",BRONX COMMUNITY DISTRICT 3,507-509 E 165 St,BX,10456,-73.90808049,40.82689302,Group Day Care - Public
HOLY SPIRIT SCHOOL,BROOKLYN COMMUNITY DISTRICT 8,560 Sterling Pl,BK,11238,-73.96013933,40.67346121,Group Day Care - Private
"CATHOLIC CHARITIES NEIGHBORHOOD SERVICES,INC.",BROOKLYN COMMUNITY DISTRICT 5,220 Hendrix St,BK,11207,-73.89087757,40.67697634,Group Day Care - Public
MT. PISGAH CHRISTIAN ACADEMY,BROOKLYN COMMUNITY DISTRICT 3,760 Dekalb Ave,BK,11216,-73.94607226,40.69165606,Group Day Care - Private
LITTLE DAISY DAY CARE/TREY WHITFIELD,BROOKLYN COMMUNITY DISTRICT 8,1354 Bergen St,BK,11213,-73.93988109,40.67528043,Group Day Care - Private
CHILDREN'S CHOICE FAMILY SERVICES/TREY WHITFIELD,BROOKLYN COMMUNITY DISTRICT 5,487 Pennsylvania Ave,BK,11207,-73.89385945,40.66541538,Group Day Care - Private
SACRED HEART OF ST. STEPHEN'S,BROOKLYN COMMUNITY DISTRICT 6,135 Summit St,BK,11231,-74.00138811,40.68188633,Group Day Care - Private
